"state","state_name","species_code","common_name","scientific_name","percent_pop_breeding","percent_pop_postbreeding_migration","percent_pop_nonbreeding","percent_pop_prebreeding_migration","max_week_season","max_week","max_week_percent_pop","state_rank_breeding","breeding_habitat_primary","breeding_habitat_secondary"
"FL","Florida","woothr","Wood Thrush","Hylocichla mustelina",0.07,0.9,0,0.11,"postbreeding_migration","10-11",3.947,"33 of 36","Forests:  Temperate Eastern",NA
"FL","Florida","y00475","American Coot","Fulica americana",0.02,2.07,8.3,3.21,"nonbreeding","01-04",8.88,"23 of 26","Wetlands:  Freshwater Marsh",NA
"FL","Florida","y00678","Crested Caracara","Caracara plancus",0.07,0.07,0.07,0.07,"resident","year round resident",NA,"2 of 4","Open Country:  Habitat Mosaic",NA
"FL","Florida","ycnher","Yellow-crowned Night Heron","Nyctanassa violacea",3.47,3.1,2.68,3.23,"breeding","05-24",4.471,"3 of 22","Wetlands:  Generalist","Coasts:  Mangroves"
"FL","Florida","yebcha","Yellow-breasted Chat","Icteria virens",0.13,0.04,0.01,0.3,"prebreeding_migration","04-26",0.4169,"35 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"FL","Florida","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus",1.1,2.22,0,1.79,"postbreeding_migration","10-18",11.26,"22 of 40","Forests:  Temperate Eastern",NA
"FL","Florida","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius",0,1.93,5.7,0.3,"nonbreeding","03-01",6.858,NA,"Forests:  Boreal","Forests:  Temperate Eastern"
"FL","Florida","yelwar","Yellow Warbler","Setophaga petechia",0,0.28,0.01,0.01,"postbreeding_migration","09-20",0.926,NA,"Forests:  Temperate Generalist","Wetlands:  Generalist"
"FL","Florida","yerwar","Yellow-rumped Warbler","Setophaga coronata",0,1.2,9.19,0.81,"nonbreeding","02-08",9.815,NA,"Forests:  Boreal","Forests:  Temperate Western"
"FL","Florida","yetvir","Yellow-throated Vireo","Vireo flavifrons",3.21,2.26,0.12,3.74,"prebreeding_migration","03-22",7.58,"13 of 37","Forests:  Temperate Eastern",NA
"FL","Florida","yetwar","Yellow-throated Warbler","Setophaga dominica",2.13,18.76,16.67,6.08,"postbreeding_migration","08-09",43.59,"17 of 24","Forests:  Temperate Eastern",NA
"GA","Georgia","acafly","Acadian Flycatcher","Empidonax virescens",5.12,6.75,0,6.78,"postbreeding_migration","09-27",14.36,"10 of 32","Forests:  Temperate Eastern",NA
"GA","Georgia","ameavo","American Avocet","Recurvirostra americana",0.01,0.01,0.1,0.04,"prebreeding_migration","02-08",0.2528,"22 of 22","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","amebit","American Bittern","Botaurus lentiginosus",0,1.59,2.63,0.33,"prebreeding_migration","03-01",20.75,NA,"Wetlands:  Freshwater Marsh",NA
"GA","Georgia","amecro","American Crow","Corvus brachyrhynchos",2.6,1.84,1.89,1.58,"breeding","05-31",3.093,"6 of 49","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"GA","Georgia","amegfi","American Goldfinch","Spinus tristis",0.87,1.16,2.51,1.54,"nonbreeding","02-08",3.021,"26 of 45","Open Country:  Habitat Mosaic",NA
"GA","Georgia","amekes","American Kestrel","Falco sparverius",0.01,0.32,0.62,0.17,"nonbreeding","11-22",0.754,"44 of 44","Open Country:  Habitat Mosaic",NA
"GA","Georgia","ameoys","American Oystercatcher","Haematopus palliatus",0.66,1.35,2.09,0.75,"nonbreeding","01-18",2.991,"9 of 17","Coasts:  Beach and Estuary",NA
"GA","Georgia","amepip","American Pipit","Anthus rubescens",0,0.12,3.1,0.09,"nonbreeding","12-20",4.568,NA,"Tundra:  Alpine","Tundra:  Arctic"
"GA","Georgia","amered","American Redstart","Setophaga ruticilla",0.01,1.48,0,0.67,"postbreeding_migration","10-04",6.507,"36 of 36","Forests:  Temperate Generalist",NA
"GA","Georgia","amerob","American Robin","Turdus migratorius",0.17,0.82,2.52,1.15,"prebreeding_migration","02-15",4.002,"41 of 48","Forests:  Temperate Generalist",NA
"GA","Georgia","amewig","American Wigeon","Mareca americana",0,0,0.01,0,"nonbreeding","12-20",0.01341,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","amewoo","American Woodcock","Scolopax minor",0,0.38,9.95,0.41,"nonbreeding","01-11",14.3,NA,"Forests:  Temperate Eastern","Forests:  Boreal"
"GA","Georgia","amwpel","American White Pelican","Pelecanus erythrorhynchos",0.02,0.07,0.36,0.16,"nonbreeding","01-11",0.534,"30 of 32","Wetlands:  Lakes and Rivers",NA
"GA","Georgia","anhing","Anhinga","Anhinga anhinga",2.42,2.13,1.2,1.82,"postbreeding_migration","08-09",3.456,"4 of 10","Wetlands:  Generalist",NA
"GA","Georgia","babwar","Bay-breasted Warbler","Setophaga castanea",0,0.38,0,0.09,"postbreeding_migration","10-18",5.844,NA,"Forests:  Boreal",NA
"GA","Georgia","bacspa","Bachman's Sparrow","Peucaea aestivalis",29.64,29.64,29.64,29.64,"resident","year round resident",NA,"2 of 10","Forests:  Temperate Eastern",NA
"GA","Georgia","baleag","Bald Eagle","Haliaeetus leucocephalus",0.03,0.08,0.13,0.08,"postbreeding_migration","12-06",0.1582,"42 of 47","Wetlands:  Generalist","Coasts:  Beach and Estuary"
"GA","Georgia","balori","Baltimore Oriole","Icterus galbula",0,0.09,0,0.06,"prebreeding_migration","04-26",0.6921,NA,"Forests:  Temperate Eastern",NA
"GA","Georgia","barswa","Barn Swallow","Hirundo rustica",0.18,0.04,0,0.04,"breeding","06-21",0.2046,"20 of 49","Open Country Aerial:  Habitat Mosaic",NA
"GA","Georgia","bawwar","Black-and-white Warbler","Mniotilta varia",0.68,1.34,1.79,2.47,"prebreeding_migration","04-19",6.495,"17 of 35","Forests:  Temperate Eastern","Forests:  Boreal"
"GA","Georgia","bbwduc","Black-bellied Whistling-Duck","Dendrocygna autumnalis",0.11,0.07,0,0.01,"postbreeding_migration","09-06",0.2949,"5 of 9","Wetlands:  Generalist",NA
"GA","Georgia","bcnher","Black-crowned Night Heron","Nycticorax nycticorax",0.01,0.01,0.02,0.01,"nonbreeding","12-20",0.04269,"33 of 33","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","belkin1","Belted Kingfisher","Megaceryle alcyon",1.1,1.98,4.92,2.28,"nonbreeding","02-22",6.086,"10 of 48","Wetlands:  Generalist",NA
"GA","Georgia","bkbplo","Black-bellied Plover","Pluvialis squatarola",0.05,0.54,1.5,0.38,"nonbreeding","01-11",2.916,"14 of 17","Wetlands:  Tundra","Tundra:  Arctic"
"GA","Georgia","bkbwar","Blackburnian Warbler","Setophaga fusca",0.03,0.49,0,0.18,"postbreeding_migration","10-04",2.299,"16 of 17","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","bkchum","Black-chinned Hummingbird","Archilochus alexandri",0,0,0.02,0,"nonbreeding","12-20",0.04617,NA,"Forests:  Temperate Western","Aridlands:  Desert Riparian"
"GA","Georgia","bknsti","Black-necked Stilt","Himantopus mexicanus",0.02,0.01,0,0.01,"breeding","07-05",0.02295,"22 of 25","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","bkpwar","Blackpoll Warbler","Setophaga striata",0,0,0,0.27,"prebreeding_migration","05-03",8.658,NA,"Forests:  Boreal",NA
"GA","Georgia","blksco2","Black Scoter","Melanitta americana",0,0.23,0.88,0.01,"nonbreeding","12-06",6.021,NA,"Wetlands:  Tundra",NA
"GA","Georgia","blkski","Black Skimmer","Rynchops niger",0.72,1.05,1.03,1.48,"nonbreeding","01-04",2.364,"10 of 15","Coasts:  Beach and Estuary","Coasts:  Saltmarsh"
"GA","Georgia","blkter","Black Tern","Chlidonias niger",0.03,0.14,0,0,"postbreeding_migration","08-23",0.4415,"18 of 23","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","blkvul","Black Vulture","Coragyps atratus",0.51,0.51,0.51,0.51,"resident","year round resident",NA,"3 of 25","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"GA","Georgia","blugrb1","Blue Grosbeak","Passerina caerulea",3.12,3.01,0,3.14,"prebreeding_migration","04-19",5.831,"4 of 35","Forests:  Temperate Eastern","Aridlands:  Desert Riparian"
"GA","Georgia","blujay","Blue Jay","Cyanocitta cristata",3.07,2.39,2.23,2.75,"breeding","06-14",3.437,"12 of 40","Forests:  Temperate Eastern",NA
"GA","Georgia","bnhcow","Brown-headed Cowbird","Molothrus ater",0.94,3,2.87,1.9,"nonbreeding","01-11",6.072,"31 of 48","Open Country:  Habitat Mosaic",NA
"GA","Georgia","bnhnut","Brown-headed Nuthatch","Sitta pusilla",26.24,26.24,26.24,26.24,"resident","year round resident",NA,"1 of 14","Forests:  Temperate Eastern",NA
"GA","Georgia","boboli","Bobolink","Dolichonyx oryzivorus",0,0.08,0,2.25,"prebreeding_migration","04-19",17.12,NA,"Grasslands:  Temperate",NA
"GA","Georgia","bongul","Bonaparte's Gull","Chroicocephalus philadelphia",0,0.04,2.22,0.3,"nonbreeding","02-08",3.733,NA,"Wetlands:  Boreal",NA
"GA","Georgia","botgra","Boat-tailed Grackle","Quiscalus major",2.27,2.27,2.27,2.27,"resident","year round resident",NA,"4 of 13","Coasts:  Saltmarsh","Wetlands:  Freshwater Marsh"
"GA","Georgia","brdowl","Barred Owl","Strix varia",3.47,3.47,3.47,3.47,"resident","year round resident",NA,"6 of 42","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","brebla","Brewer's Blackbird","Euphagus cyanocephalus",0,0.01,0.05,0.01,"nonbreeding","01-18",0.08513,NA,"Open Country:  Habitat Mosaic",NA
"GA","Georgia","brncre","Brown Creeper","Certhia americana",0,0.23,0.58,0.1,"nonbreeding","12-20",0.7703,NA,"Forests:  Temperate Generalist",NA
"GA","Georgia","brnpel","Brown Pelican","Pelecanus occidentalis",0.76,0.92,0.5,0.53,"postbreeding_migration","10-04",1.619,"9 of 15","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"GA","Georgia","brnthr","Brown Thrasher","Toxostoma rufum",4.39,8.31,12.28,6.32,"nonbreeding","03-01",15.87,"4 of 39","Forests:  Temperate Eastern",NA
"GA","Georgia","brwhaw","Broad-winged Hawk","Buteo platypterus",0.74,0.04,0,0.21,"breeding","07-26",1.041,"19 of 33","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","btbwar","Black-throated Blue Warbler","Setophaga caerulescens",0.13,0.48,0,1.21,"prebreeding_migration","04-26",12.12,"15 of 18","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","btnwar","Black-throated Green Warbler","Setophaga virens",0.3,0.51,0,0.88,"prebreeding_migration","04-05",3.442,"15 of 24","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","bubsan","Buff-breasted Sandpiper","Calidris subruficollis",0,0.02,0,0,"postbreeding_migration","09-06",0.1644,NA,"Tundra:  Arctic",NA
"GA","Georgia","buffle","Bufflehead","Bucephala albeola",0,0.05,0.38,0.06,"nonbreeding","01-04",0.4523,NA,"Wetlands:  Forested","Wetlands:  Lakes and Rivers"
"GA","Georgia","buggna","Blue-gray Gnatcatcher","Polioptila caerulea",4.99,2.09,0.43,4.62,"prebreeding_migration","04-05",6.598,"4 of 44","Forests:  Generalist",NA
"GA","Georgia","buhvir","Blue-headed Vireo","Vireo solitarius",0.46,3.22,8.71,2.53,"prebreeding_migration","03-15",14.14,"14 of 22","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","buwtea","Blue-winged Teal","Spatula discors",0,0.18,0.03,0.09,"postbreeding_migration","10-04",0.4011,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","buwwar","Blue-winged Warbler","Vermivora cyanoptera",0.02,0.69,0,0.19,"postbreeding_migration","09-20",2.61,"24 of 26","Forests:  Temperate Eastern",NA
"GA","Georgia","camwar","Cape May Warbler","Setophaga tigrina",0,0.2,0,1.03,"prebreeding_migration","04-26",22.2,NA,"Forests:  Boreal",NA
"GA","Georgia","cangoo","Canada Goose","Branta canadensis",0.47,0.18,0.41,0.14,"breeding","07-19",0.7725,"22 of 49","Wetlands:  Generalist",NA
"GA","Georgia","canvas","Canvasback","Aythya valisineria",0,0.01,0.1,0,"nonbreeding","12-27",0.2335,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","canwar","Canada Warbler","Cardellina canadensis",0.04,0.16,0,0.05,"postbreeding_migration","09-06",0.7594,"16 of 19","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","carchi","Carolina Chickadee","Poecile carolinensis",6.53,6.53,6.53,6.53,"resident","year round resident",NA,"3 of 23","Forests:  Temperate Eastern",NA
"GA","Georgia","carwre","Carolina Wren","Thryothorus ludovicianus",9.2,9.2,9.2,9.2,"resident","year round resident",NA,"2 of 33","Forests:  Temperate Eastern",NA
"GA","Georgia","caster1","Caspian Tern","Hydroprogne caspia",0.03,0.29,0.01,0.03,"postbreeding_migration","09-20",1.236,"29 of 33","Wetlands:  Lakes and Rivers",NA
"GA","Georgia","categr","Western/Eastern Cattle Egret","Bubulcus ibis/coromandus",0.32,0.15,0,0.08,"breeding","08-02",0.5552,"7 of 15","Grasslands:  Temperate","Grasslands:  Temperate"
"GA","Georgia","cedwax","Cedar Waxwing","Bombycilla cedrorum",0.03,1.6,5.44,1.85,"nonbreeding","01-04",6.133,"39 of 41","Forests:  Temperate Generalist",NA
"GA","Georgia","cerwar","Cerulean Warbler","Setophaga cerulea",0.01,0.63,0,0.28,"postbreeding_migration","08-30",5.198,"22 of 22","Forests:  Temperate Eastern",NA
"GA","Georgia","chispa","Chipping Sparrow","Spizella passerina",1.1,2.03,10.02,2.68,"nonbreeding","01-11",11.59,"20 of 48","Forests:  Temperate Generalist",NA
"GA","Georgia","chiswi","Chimney Swift","Chaetura pelagica",6.18,4.34,0,6.08,"prebreeding_migration","04-12",10.51,"1 of 41","Open Country Aerial:  Developed/Disturbed","Open Country Aerial:  Habitat Mosaic"
"GA","Georgia","chswar","Chestnut-sided Warbler","Setophaga pensylvanica",0.08,2.91,0,0.25,"postbreeding_migration","10-04",9.627,"16 of 21","Forests:  Boreal","Forests:  Temperate Eastern"
"GA","Georgia","chwwid","Chuck-will's-widow","Antrostomus carolinensis",9.22,2.15,0,13.04,"prebreeding_migration","04-05",27.42,"5 of 25","Forests:  Temperate Eastern",NA
"GA","Georgia","clarai11","Clapper Rail","Rallus crepitans",5.37,15.63,14.77,5.74,"postbreeding_migration","11-29",19.72,"6 of 15","Coasts:  Saltmarsh",NA
"GA","Georgia","cliswa","Cliff Swallow","Petrochelidon pyrrhonota",0.14,0.05,0,0.1,"prebreeding_migration","04-05",0.231,"31 of 42","Open Country Aerial:  Habitat Mosaic",NA
"GA","Georgia","cogdov","Common Ground Dove","Columbina passerina",1.06,0,0.36,0,"breeding","08-30",1.37,"4 of 8","Aridlands:  Desert Scrub","Forests:  Tropical Dry"
"GA","Georgia","comgal1","Common Gallinule","Gallinula galeata",0.15,0.25,0.16,0.16,"postbreeding_migration","08-16",0.3931,"6 of 16","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","comgra","Common Grackle","Quiscalus quiscula",0.96,1.28,2.46,1.67,"nonbreeding","01-04",3.443,"26 of 42","Open Country:  Habitat Mosaic",NA
"GA","Georgia","comloo","Common Loon","Gavia immer",0,0.11,1.51,0.19,"unidentified","02-08",6.831,NA,"Wetlands:  Lakes and Rivers",NA
"GA","Georgia","comnig","Common Nighthawk","Chordeiles minor",0.2,0.74,0,0.49,"postbreeding_migration","09-06",3.532,"22 of 38","Open Country Aerial:  Habitat Mosaic",NA
"GA","Georgia","comter","Common Tern","Sterna hirundo",0,0.02,0,0,"postbreeding_migration","09-20",0.1007,NA,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"GA","Georgia","comyel","Common Yellowthroat","Geothlypis trichas",1.09,1.8,4.12,3.59,"prebreeding_migration","03-22",9.342,"21 of 49","Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"GA","Georgia","coohaw","Cooper's Hawk","Accipiter cooperii",1.28,0.98,1.39,0.68,"breeding","07-05",2.429,"17 of 49","Forests:  Temperate Generalist",NA
"GA","Georgia","daejun","Dark-eyed Junco","Junco hyemalis",0.01,0.09,0.25,0.08,"nonbreeding","01-11",0.2799,"26 of 26","Forests:  Temperate Generalist",NA
"GA","Georgia","dickci","Dickcissel","Spiza americana",0.01,0,0,0.01,"prebreeding_migration","05-24",0.02216,"28 of 28","Grasslands:  Temperate",NA
"GA","Georgia","doccor","Double-crested Cormorant","Nannopterum auritum",0.08,0.41,1.62,1.08,"nonbreeding","02-01",1.882,"44 of 48","Wetlands:  Generalist","Coasts:  Beach and Estuary"
"GA","Georgia","dowwoo","Downy Woodpecker","Dryobates pubescens",3.14,3.14,3.14,3.14,"resident","year round resident",NA,"8 of 50","Forests:  Temperate Generalist",NA
"GA","Georgia","dunlin","Dunlin","Calidris alpina",0,0.16,2.87,0.62,"nonbreeding","02-08",4.689,NA,"Wetlands:  Tundra","Coasts:  Tundra"
"GA","Georgia","easblu","Eastern Bluebird","Sialia sialis",6.9,5.77,6.29,6.9,"prebreeding_migration","03-01",7.545,"2 of 41","Forests:  Temperate Eastern","Forests:  Mesoamerican Pine-Oak"
"GA","Georgia","easkin","Eastern Kingbird","Tyrannus tyrannus",2,0.85,0,2.68,"prebreeding_migration","05-03",3.873,"12 of 45","Open Country:  Habitat Mosaic","Grasslands:  Temperate"
"GA","Georgia","easmea","Eastern Meadowlark","Sturnella magna",0.84,1.39,2.9,1.5,"nonbreeding","12-27",3.544,"21 of 31","Grasslands:  Temperate","Grasslands:  Tropical"
"GA","Georgia","easowl1","Eastern Screech-Owl","Megascops asio",2.14,2.14,2.14,2.14,"resident","year round resident",NA,"15 of 39","Forests:  Temperate Eastern",NA
"GA","Georgia","easpho","Eastern Phoebe","Sayornis phoebe",3.74,8.35,9.12,5.29,"postbreeding_migration","10-25",10.93,"4 of 38","Open Country:  Habitat Mosaic","Forests:  Temperate Eastern"
"GA","Georgia","eastow","Eastern Towhee","Pipilo erythrophthalmus",9.75,11.59,15.25,10.26,"nonbreeding","02-08",16.32,"1 of 36","Forests:  Temperate Eastern",NA
"GA","Georgia","easwpw1","Eastern Whip-poor-will","Antrostomus vociferus",0.88,0,0,5.61,"prebreeding_migration","03-29",38.55,"15 of 32","Forests:  Temperate Eastern",NA
"GA","Georgia","eawpew","Eastern Wood-Pewee","Contopus virens",2.82,2.94,0,2.9,"prebreeding_migration","04-26",7.618,"16 of 37","Forests:  Temperate Eastern",NA
"GA","Georgia","eucdov","Eurasian Collared-Dove","Streptopelia decaocto",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"25 of 25","Open Country:  Developed/Disturbed",NA
"GA","Georgia","eursta","European Starling","Sturnus vulgaris",0.09,0.06,0.14,0.08,"nonbreeding","12-27",0.4837,"34 of 48","Open Country:  Developed/Disturbed",NA
"GA","Georgia","evegro","Evening Grosbeak","Coccothraustes vespertinus",0,0,0.01,0,"nonbreeding","01-04",0.06235,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","fiespa","Field Sparrow","Spizella pusilla",2.72,2.85,5.88,3.65,"prebreeding_migration","03-08",6.955,"14 of 39","Open Country:  Habitat Mosaic","Forests:  Temperate Eastern"
"GA","Georgia","fiscro","Fish Crow","Corvus ossifragus",9.63,0,4.92,0,"unidentified","10-04",13.33,"2 of 30","Open Country:  Habitat Mosaic","Wetlands:  Generalist"
"GA","Georgia","forter","Forster's Tern","Sterna forsteri",0.26,1.01,3.42,1.72,"nonbreeding","02-08",4.409,"26 of 36","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","foxspa","Fox Sparrow","Passerella iliaca",0,0.22,1.55,0.04,"nonbreeding","01-04",2.212,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","gadwal","Gadwall","Mareca strepera",0,0.01,0.02,0,"postbreeding_migration","12-13",0.02917,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"GA","Georgia","gloibi","Glossy Ibis","Plegadis falcinellus",0.02,0.01,0,0.01,"breeding","06-14",0.04259,"11 of 14","Coasts:  Saltmarsh","Wetlands:  Freshwater Marsh"
"GA","Georgia","gnwtea","Green-winged Teal","Anas crecca",0,0,0.01,0,"postbreeding_migration","12-13",0.01001,NA,"Wetlands:  Generalist",NA
"GA","Georgia","gockin","Golden-crowned Kinglet","Regulus satrapa",0,0.97,3.09,0.64,"nonbreeding","02-01",3.605,NA,"Forests:  Boreal","Forests:  Temperate Western"
"GA","Georgia","gowwar","Golden-winged Warbler","Vermivora chrysoptera",0,0.53,0,0.01,"postbreeding_migration","09-27",4.526,NA,"Forests:  Temperate Eastern",NA
"GA","Georgia","graspa","Grasshopper Sparrow","Ammodramus savannarum",0.04,0.03,0.12,0.09,"nonbreeding","12-06",0.6006,"37 of 40","Grasslands:  Temperate",NA
"GA","Georgia","grbher3","Great Blue Heron","Ardea herodias",1.95,1.63,2.55,2.55,"prebreeding_migration","02-15",3.092,"15 of 49","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","grcfly","Great Crested Flycatcher","Myiarchus crinitus",6.02,4.38,0,9.78,"prebreeding_migration","04-12",19.67,"2 of 39","Forests:  Temperate Eastern",NA
"GA","Georgia","greegr","Great Egret","Ardea alba",0.4,0.32,0.25,0.33,"breeding","06-07",0.5013,"10 of 38","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","gresca","Greater Scaup","Aythya marila",0,0,0.01,0,"nonbreeding","01-11",0.01058,NA,"Wetlands:  Tundra",NA
"GA","Georgia","greyel","Greater Yellowlegs","Tringa melanoleuca",0,0.14,0.36,0.29,"postbreeding_migration","11-08",1.062,NA,"Wetlands:  Boreal",NA
"GA","Georgia","grhowl","Great Horned Owl","Bubo virginianus",0.34,0.34,0.34,0.34,"resident","year round resident",NA,"28 of 49","Open Country:  Habitat Mosaic",NA
"GA","Georgia","grnher","Green Heron","Butorides virescens",2.54,0.8,0,1.91,"breeding","06-28",3.442,"7 of 42","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","grycat","Gray Catbird","Dumetella carolinensis",0.62,2.21,3.19,1.73,"postbreeding_migration","10-11",8.323,"28 of 46","Forests:  Temperate Eastern","Forests:  Temperate Western"
"GA","Georgia","gubter1","Gull-billed/Australian Tern","Gelochelidon nilotica/macrotarsa",0.06,0.01,0,0.04,"breeding","07-19",0.1238,"9 of 11","Coasts:  Beach and Estuary","Coasts:  Beach and Estuary"
"GA","Georgia","gycthr","Gray-cheeked Thrush","Catharus minimus",0,2.11,0,0.01,"postbreeding_migration","10-04",8.843,NA,"Forests:  Boreal",NA
"GA","Georgia","haiwoo","Hairy Woodpecker","Dryobates villosus",0.55,0.55,0.55,0.55,"resident","year round resident",NA,"36 of 49","Forests:  Generalist",NA
"GA","Georgia","henspa","Henslow's Sparrow","Centronyx henslowii",0,0,40.55,0.77,"nonbreeding","01-11",81.12,NA,"Grasslands:  Temperate",NA
"GA","Georgia","hergul","Herring Gull","Larus argentatus",0,0,0.04,0,"nonbreeding","01-18",0.08174,NA,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"GA","Georgia","herthr","Hermit Thrush","Catharus guttatus",0,1.99,5.09,0.56,"prebreeding_migration","03-15",6.973,NA,"Forests:  Temperate Generalist",NA
"GA","Georgia","hoomer","Hooded Merganser","Lophodytes cucullatus",0,0.35,3.24,0.66,"prebreeding_migration","02-01",3.494,NA,"Wetlands:  Forested","Wetlands:  Lakes and Rivers"
"GA","Georgia","hoowar","Hooded Warbler","Setophaga citrina",4.46,5.97,0,6.21,"postbreeding_migration","10-11",9.286,"12 of 27","Forests:  Temperate Eastern",NA
"GA","Georgia","horgre","Horned Grebe","Podiceps auritus",0,0.21,0.89,0.1,"nonbreeding","02-08",1.255,NA,"Wetlands:  Freshwater Marsh",NA
"GA","Georgia","horlar","Horned Lark","Eremophila alpestris",0.01,0,0.01,0.01,"prebreeding_migration","05-31",0.04976,"37 of 37","Grasslands:  Temperate","Tundra:  Arctic"
"GA","Georgia","houfin","House Finch","Haemorhous mexicanus",0.78,0.78,0.78,0.78,"resident","year round resident",NA,"10 of 49","Open Country:  Habitat Mosaic","Aridlands:  Desert Scrub"
"GA","Georgia","houwre","House Wren","Troglodytes aedon",0.01,0.33,0.37,0.11,"postbreeding_migration","10-25",0.688,"42 of 42","Forests:  Generalist","Open Country:  Developed/Disturbed"
"GA","Georgia","indbun","Indigo Bunting","Passerina cyanea",2.98,2.94,0,3.19,"prebreeding_migration","04-26",4.684,"13 of 40","Forests:  Temperate Eastern",NA
"GA","Georgia","kenwar","Kentucky Warbler","Geothlypis formosa",4.02,0.93,0,4.74,"prebreeding_migration","04-19",8.726,"9 of 26","Forests:  Temperate Eastern",NA
"GA","Georgia","killde","Killdeer","Charadrius vociferus",0.63,1.55,5.07,1.95,"postbreeding_migration","12-13",5.777,"33 of 48","Open Country:  Habitat Mosaic","Wetlands:  Generalist"
"GA","Georgia","kinrai4","King Rail","Rallus elegans",0.25,0.12,0.37,0.34,"nonbreeding","03-29",0.6256,"8 of 17","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","laugul","Laughing Gull","Leucophaeus atricilla",0.94,1.58,0.62,0.52,"postbreeding_migration","10-11",2.095,"12 of 19","Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"GA","Georgia","lbbgul","Lesser Black-backed Gull","Larus fuscus",0,0.01,0,0,"postbreeding_migration","10-11",0.02917,NA,"Coasts:  Beach and Estuary","Coasts:  Marine Waters"
"GA","Georgia","leabit","Least Bittern","Ixobrychus exilis",0.32,0.05,0,0.27,"breeding","06-07",0.4408,"15 of 35","Wetlands:  Freshwater Marsh",NA
"GA","Georgia","leasan","Least Sandpiper","Calidris minutilla",0,0.95,0.65,0.56,"postbreeding_migration","09-20",2.728,NA,"Wetlands:  Tundra",NA
"GA","Georgia","leater1","Least Tern","Sternula antillarum",1,0.89,0,0.9,"postbreeding_migration","08-16",1.575,"13 of 31","Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"GA","Georgia","lessca","Lesser Scaup","Aythya affinis",0,0.06,0.73,0.09,"nonbreeding","01-18",1.196,NA,"Wetlands:  Lakes and Rivers","Wetlands:  Freshwater Marsh"
"GA","Georgia","lesyel","Lesser Yellowlegs","Tringa flavipes",0,0.09,0.02,0.11,"postbreeding_migration","09-20",0.6017,NA,"Wetlands:  Boreal",NA
"GA","Georgia","libher","Little Blue Heron","Egretta caerulea",3.33,3,0.47,1.77,"postbreeding_migration","07-26",5.114,"6 of 19","Wetlands:  Generalist","Coasts:  Saltmarsh"
"GA","Georgia","lobcur","Long-billed Curlew","Numenius americanus",0,0.01,0.02,0,"nonbreeding","01-18",0.03558,NA,"Grasslands:  Temperate",NA
"GA","Georgia","lobdow","Long-billed Dowitcher","Limnodromus scolopaceus",0,0,0.03,0,"nonbreeding","01-04",0.04535,NA,"Wetlands:  Tundra",NA
"GA","Georgia","logshr","Loggerhead Shrike","Lanius ludovicianus",1.13,1.07,1.3,1.1,"breeding","06-07",1.561,"15 of 31","Grasslands:  Temperate","Aridlands:  Desert Scrub"
"GA","Georgia","louwat","Louisiana Waterthrush","Parkesia motacilla",5.31,1.94,0,6.04,"prebreeding_migration","03-22",14.41,"8 of 34","Wetlands:  Lakes and Rivers","Forests:  Temperate Eastern"
